#
#--------------------------------------------------------------------------------
##ASTER 18.00.12 CONCEPT 00000035 CALCULE LE 27/08/2026 A 12:40:51 DE TYPE        
RESULTAT,NOM_CHAM,INST,NUME_ORDRE,NOEUD,COOR_X,COOR_Y,COOR_Z,DX,DY,DZ
RESU            ,FORC_NODA       , 0.00000E+00,           1,107     ,-8.00000E-02, 3.19207E-02,-2.41054E-02,-5.25571E+00,-5.30195E+00, 4.25672E+00
RESU            ,FORC_NODA       , 0.00000E+00,           1,108     ,-8.00000E-02, 3.46410E-02,-2.00000E-02,-4.70257E+00,-4.79794E+00, 3.60817E+00
RESU            ,FORC_NODA       , 0.00000E+00,           1,109     ,-8.00000E-02, 3.68362E-02,-1.55914E-02,-3.73196E+00,-5.45492E+00, 2.14486E+00
RESU            ,FORC_NODA       , 0.00000E+00,           1,110     ,-8.00000E-02, 3.84730E-02,-1.09465E-02,-2.93683E+00,-5.15008E+00, 1.37788E+00
RESU            ,FORC_NODA       , 0.00000E+00,           1,111     ,-8.00000E-02, 3.95266E-02,-6.13567E-03,-2.66964E+00,-4.96404E+00, 7.80738E-01
RESU            ,FORC_NODA       , 0.00000E+00,           1,112     ,-8.00000E-02, 3.99810E-02,-1.23180E-03,-1.80640E+00,-4.41786E+00,-1.31694E-02
RESU            ,FORC_NODA       , 0.00000E+00,           1,113     ,-8.00000E-02, 3.98294E-02, 3.69073E-03,-1.81903E+00,-4.83101E+00,-5.43883E-01
RESU            ,FORC_NODA       , 0.00000E+00,           1,114     ,-8.00000E-02, 3.90739E-02, 8.55732E-03,-2.04574E+00,-4.88081E+00,-1.48851E+00
RESU            ,FORC_NODA       , 0.00000E+00,           1,115     ,-8.00000E-02, 3.77262E-02, 1.32942E-02,-2.29505E+00,-4.36121E+00,-2.00485E+00
RESU            ,FORC_NODA       , 0.00000E+00,           1,116     ,-8.00000E-02, 3.58065E-02, 1.78295E-02,-3.76274E+00,-5.28186E+00,-2.55906E+00
RESU            ,FORC_NODA       , 0.00000E+00,           1,117     ,-8.00000E-02, 3.33441E-02, 2.20946E-02,-5.20496E+00,-5.71002E+00,-3.45496E+00
RESU            ,FORC_NODA       , 0.00000E+00,           1,118     ,-8.00000E-02, 3.03762E-02, 2.60247E-02,-5.93129E+00,-4.45575E+00,-4.15042E+00
RESU            ,FORC_NODA       , 0.00000E+00,           1,119     ,-8.00000E-02, 2.69478E-02, 2.95604E-02,-7.33938E+00,-5.43555E+00,-6.22884E+00
RESU            ,FORC_NODA       , 0.00000E+00,           1,120     ,-8.00000E-02, 2.31110E-02, 3.26479E-02,-9.01188E+00,-5.27593E+00,-6.93616E+00
RESU            ,FORC_NODA       , 0.00000E+00,           1,121     ,-8.00000E-02, 1.89237E-02, 3.52405E-02,-9.37328E+00,-3.78201E+00,-7.72622E+00
RESU            ,FORC_NODA       , 0.00000E+00,           1,122     ,-8.00000E-02, 1.44497E-02, 3.72989E-02,-9.71651E+00,-3.35437E+00,-9.36962E+00
RESU            ,FORC_NODA       , 0.00000E+00,           1,123     ,-8.00000E-02, 9.75655E-03, 3.87919E-02,-1.03980E+01,-2.07730E+00,-8.16884E+00
RESU            ,FORC_NODA       , 0.00000E+00,           1,124     ,-8.00000E-02, 4.91553E-03, 3.96968E-02,-1.06513E+01,-1.70869E+00,-8.38369E+00
RESU            ,FORC_NODA       , 0.00000E+00,           1,125     ,-8.00000E-02,-2.46244E-03, 3.99241E-02,-2.84147E+01, 7.32392E+00,-1.31045E+01
RESU            ,FORC_NODA       , 0.00000E+00,           1,126     ,-8.00000E-02,-7.34998E-03, 3.93189E-02,-2.66613E+01, 7.81812E+00,-1.13912E+01
RESU            ,FORC_NODA       , 0.00000E+00,           1,127     ,-8.00000E-02,-1.21261E-02, 3.81177E-02,-2.39344E+01, 7.47785E+00,-9.00498E+00
RESU            ,FORC_NODA       , 0.00000E+00,           1,128     ,-8.00000E-02,-1.67184E-02, 3.63386E-02,-2.57306E+01, 9.02508E+00,-9.12202E+00
RESU            ,FORC_NODA       , 0.00000E+00,           1,129     ,-8.00000E-02,-2.10573E-02, 3.40087E-02,-2.56721E+01, 1.00955E+01,-8.68897E+00
RESU            ,FORC_NODA       , 0.00000E+00,           1,130     ,-8.00000E-02,-2.50770E-02, 3.11632E-02,-2.28695E+01, 9.75221E+00,-6.11908E+00
RESU            ,FORC_NODA       , 0.00000E+00,           1,131     ,-8.00000E-02,-2.87165E-02, 2.78454E-02,-2.28526E+01, 1.01745E+01,-5.62255E+00
RESU            ,FORC_NODA       , 0.00000E+00,           1,132     ,-8.00000E-02,-3.19207E-02, 2.41054E-02,-2.05496E+01, 8.31996E+00,-4.07961E+00
RESU            ,FORC_NODA       , 0.00000E+00,           1,133     ,-8.00000E-02,-3.46410E-02, 2.00000E-02,-1.98651E+01, 8.52719E+00,-3.76818E+00
RESU            ,FORC_NODA       , 0.00000E+00,           1,134     ,-8.00000E-02,-3.68362E-02, 1.55914E-02,-1.96947E+01, 8.94389E+00,-2.78173E+00
RESU            ,FORC_NODA       , 0.00000E+00,           1,135     ,-8.00000E-02,-3.84730E-02, 1.09465E-02,-1.97718E+01, 9.07552E+00,-1.68681E+00
RESU            ,FORC_NODA       , 0.00000E+00,           1,136     ,-8.00000E-02,-3.95266E-02, 6.13567E-03,-1.86680E+01, 8.89479E+00,-1.03513E+00
RESU            ,FORC_NODA       , 0.00000E+00,           1,137     ,-8.00000E-02,-3.99810E-02, 1.23180E-03,-1.78010E+01, 8.27597E+00,-1.58514E-01
RESU            ,FORC_NODA       , 0.00000E+00,           1,138     ,-8.00000E-02,-3.98294E-02,-3.69073E-03,-1.76062E+01, 8.33651E+00, 3.21630E-01
RESU            ,FORC_NODA       , 0.00000E+00,           1,139     ,-8.00000E-02,-3.90739E-02,-8.55732E-03,-1.88657E+01, 9.34354E+00, 1.63221E+00
RESU            ,FORC_NODA       , 0.00000E+00,           1,140     ,-8.00000E-02,-3.77262E-02,-1.32942E-02,-1.88192E+01, 8.95317E+00, 2.93977E+00
RESU            ,FORC_NODA       , 0.00000E+00,           1,141     ,-8.00000E-02,-3.58065E-02,-1.78295E-02,-1.97606E+01, 8.89339E+00, 3.78349E+00
RESU            ,FORC_NODA       , 0.00000E+00,           1,142     ,-8.00000E-02,-3.33441E-02,-2.20946E-02,-1.97997E+01, 9.13098E+00, 3.89513E+00
RESU            ,FORC_NODA       , 0.00000E+00,           1,143     ,-8.00000E-02,-3.03762E-02,-2.60247E-02,-2.20622E+01, 9.30555E+00, 5.41806E+00
RESU            ,FORC_NODA       , 0.00000E+00,           1,144     ,-8.00000E-02,-2.69478E-02,-2.95604E-02,-2.13997E+01, 8.51417E+00, 6.06468E+00
RESU            ,FORC_NODA       , 0.00000E+00,           1,145     ,-8.00000E-02,-2.31110E-02,-3.26479E-02,-2.34095E+01, 9.49618E+00, 6.82715E+00
RESU            ,FORC_NODA       , 0.00000E+00,           1,146     ,-8.00000E-02,-1.89237E-02,-3.52405E-02,-2.69438E+01, 1.00930E+01, 9.91166E+00
RESU            ,FORC_NODA       , 0.00000E+00,           1,147     ,-8.00000E-02,-1.44497E-02,-3.72989E-02,-2.58870E+01, 8.50311E+00, 1.00259E+01
RESU            ,FORC_NODA       , 0.00000E+00,           1,148     ,-8.00000E-02,-9.75655E-03,-3.87919E-02,-2.74079E+01, 9.83116E+00, 1.07064E+01
